,Amount.Requested,Amount.Funded.By.Investors,Interest.Rate,Loan.Length,Loan.Purpose,Debt.To.Income.Ratio,State,Home.Ownership,Monthly.Income,FICO.Range,Open.CREDIT.Lines,Revolving.CREDIT.Balance,Inquiries.in.the.Last.6.Months,Employment.Length
79618,10000,10000.0,17.77,36.0,debt_consolidation,22.6,AZ,RENT,2500.0,665.0,12.0,12938.0,2.0,4.0
55180,9175,9175.0,13.67,36.0,credit_card,19.43,IL,MORTGAGE,7083.33,675.0,8.0,25639.0,0.0,8.0
75159,14075,14075.0,15.31,36.0,debt_consolidation,25.7,VA,OWN,4000.0,680.0,13.0,11907.0,2.0,5.0
48624,13100,13100.0,18.55,36.0,debt_consolidation,23.24,NY,RENT,7968.75,660.0,19.0,19607.0,1.0,10.0
75022,14675,14675.0,8.9,36.0,debt_consolidation,14.95,NY,MORTGAGE,4000.0,715.0,6.0,12764.0,0.0,7.0
5733,5000,4900.0,11.14,36.0,major_purchase,2.84,FL,RENT,3200.0,710.0,6.0,2650.0,2.0,3.0
92795,18000,18000.0,13.11,36.0,debt_consolidation,26.54,OR,MORTGAGE,4166.67,670.0,11.0,16680.0,0.0,10.0
94514,12000,12000.0,7.62,36.0,debt_consolidation,15.1,CO,RENT,5666.67,775.0,7.0,12094.0,0.0,10.0
83906,19400,19400.0,14.33,36.0,debt_consolidation,16.15,MA,MORTGAGE,4583.33,680.0,12.0,12434.0,0.0,7.0
93318,18000,18000.0,12.12,36.0,debt_consolidation,19.29,IL,RENT,3333.33,665.0,15.0,26573.0,0.0,10.0
62203,12000,12000.0,17.77,36.0,debt_consolidation,9.84,NY,MORTGAGE,7500.0,665.0,11.0,15866.0,0.0,7.0
60969,8000,8000.0,13.11,36.0,debt_consolidation,26.11,MN,MORTGAGE,4166.67,675.0,15.0,11500.0,0.0,0.0
94593,23750,23750.0,19.72,60.0,debt_consolidation,14.22,CT,RENT,8333.33,710.0,12.0,10549.0,3.0,2.0
12932,7500,7475.0,15.58,36.0,debt_consolidation,10.74,VA,MORTGAGE,5000.0,695.0,8.0,8257.0,0.0,2.0
37813,5500,5500.0,12.69,36.0,debt_consolidation,21.24,OH,RENT,1666.67,680.0,7.0,5056.0,1.0,0.0
70028,16950,16950.0,17.27,60.0,debt_consolidation,26.62,OK,MORTGAGE,3583.33,710.0,7.0,12588.0,3.0,10.0
80138,3000,2950.0,11.14,36.0,major_purchase,27.74,VA,MORTGAGE,4333.33,715.0,6.0,6346.0,0.0,5.0
26033,1600,1600.0,13.49,36.0,debt_consolidation,12.1,CA,RENT,3200.0,670.0,5.0,1214.0,0.0,6.0
26950,6000,6000.0,7.49,36.0,home_improvement,14.66,NC,MORTGAGE,5833.33,715.0,12.0,7961.0,0.0,9.0
86660,7350,7350.0,12.12,36.0,debt_consolidation,19.85,CA,OWN,3355.05,695.0,19.0,11626.0,3.0,10.0
97487,12825,12825.0,17.77,36.0,debt_consolidation,24.41,CA,MORTGAGE,3416.67,670.0,15.0,8539.0,1.0,10.0
88522,24000,23975.0,21.0,60.0,debt_consolidation,23.69,OK,MORTGAGE,6500.0,685.0,17.0,36555.0,3.0,6.0
64166,10000,10000.0,18.49,60.0,debt_consolidation,16.47,FL,RENT,4104.67,695.0,5.0,7597.0,0.0,5.0
68487,5500,5500.0,14.33,36.0,debt_consolidation,27.83,WV,OWN,1541.67,675.0,5.0,10481.0,1.0,
15014,17500,17500.0,14.72,36.0,debt_consolidation,9.3,CA,RENT,9519.75,695.0,9.0,31279.0,0.0,10.0
98373,10000,10000.0,13.11,36.0,credit_card,19.01,OH,MORTGAGE,7500.0,680.0,11.0,14426.0,1.0,9.0
17664,20000,16275.0,6.17,36.0,debt_consolidation,12.27,MD,MORTGAGE,8083.33,770.0,13.0,29813.0,1.0,10.0
31943,11600,11600.0,6.99,36.0,debt_consolidation,8.62,CA,RENT,5833.33,735.0,8.0,2671.0,1.0,0.0
29365,12000,12000.0,13.99,60.0,debt_consolidation,12.98,CT,RENT,4166.67,715.0,8.0,2316.0,1.0,3.0
1800,13000,6770.1,11.26,36.0,small_business,14.05,CA,MORTGAGE,7666.67,720.0,8.0,9551.0,0.0,9.0
57003,8575,8550.0,17.27,36.0,debt_consolidation,9.84,NY,RENT,2500.0,665.0,6.0,8807.0,2.0,7.0
66296,6100,6100.0,14.09,36.0,credit_card,9.51,LA,RENT,6666.67,685.0,10.0,5665.0,2.0,2.0
49473,14000,14000.0,15.31,36.0,credit_card,14.26,PA,MORTGAGE,5000.0,680.0,5.0,11249.0,2.0,10.0
92016,10500,10500.0,14.33,36.0,debt_consolidation,19.55,FL,MORTGAGE,5666.67,670.0,7.0,11301.0,0.0,10.0
82922,19600,19525.0,21.49,60.0,small_business,9.76,CA,RENT,4170.0,675.0,8.0,11669.0,0.0,4.0
98272,15000,15000.0,15.8,36.0,credit_card,10.27,NV,RENT,3333.33,670.0,11.0,10108.0,0.0,4.0
94925,8000,8000.0,17.27,36.0,other,5.28,AZ,MORTGAGE,5833.33,725.0,11.0,12484.0,1.0,10.0
70905,20000,20000.0,21.49,36.0,debt_consolidation,27.47,TX,MORTGAGE,7750.0,660.0,15.0,26976.0,0.0,2.0
6723,11000,10969.64,12.53,36.0,debt_consolidation,18.89,IL,RENT,3500.0,700.0,6.0,6811.0,1.0,2.0
102775,6000,5905.66,17.9,36.0,credit_card,6.6,MI,RENT,4166.67,675.0,5.0,3433.0,1.0,2.0
84633,12000,12000.0,11.14,36.0,debt_consolidation,3.11,CA,MORTGAGE,10833.33,705.0,12.0,11941.0,0.0,2.0
58263,17000,17000.0,13.11,36.0,debt_consolidation,16.92,CA,RENT,5083.33,690.0,10.0,8890.0,0.0,7.0
69300,6250,6250.0,7.9,36.0,debt_consolidation,8.45,IL,RENT,1916.67,720.0,6.0,3295.0,0.0,1.0
76916,27825,27825.0,23.76,60.0,debt_consolidation,12.86,CA,RENT,6250.0,665.0,16.0,27093.0,1.0,4.0
97076,30000,30000.0,15.31,36.0,debt_consolidation,15.42,NJ,RENT,8333.33,680.0,21.0,29060.0,1.0,8.0
2746,4200,3969.9,14.11,36.0,home_improvement,4.62,OH,MORTGAGE,1558.42,675.0,6.0,2255.0,1.0,0.0
95637,3800,3800.0,21.98,36.0,small_business,8.31,CA,RENT,4333.33,680.0,6.0,4843.0,2.0,7.0
53567,2000,2000.0,15.31,36.0,moving,21.43,NC,RENT,2766.67,670.0,5.0,2162.0,3.0,0.0
77867,6000,6000.0,14.09,36.0,debt_consolidation,24.25,AZ,RENT,4000.0,680.0,12.0,24934.0,1.0,10.0
65121,21000,21000.0,19.05,60.0,debt_consolidation,16.24,TX,RENT,8416.67,685.0,8.0,8764.0,2.0,5.0
41900,2500,2500.0,13.49,36.0,credit_card,6.24,NY,RENT,5416.67,680.0,8.0,15373.0,0.0,6.0
33269,2400,2400.0,16.77,36.0,other,17.0,WA,RENT,2700.0,690.0,3.0,3418.0,1.0,3.0
48581,13000,13000.0,10.74,36.0,credit_card,15.46,CA,RENT,2166.67,720.0,4.0,11101.0,0.0,3.0
52893,4800,4800.0,14.65,36.0,credit_card,13.9,HI,RENT,5000.0,665.0,8.0,7391.0,0.0,2.0
36929,17475,17475.0,9.91,36.0,credit_card,17.76,NJ,RENT,3333.33,730.0,15.0,17261.0,1.0,2.0
57431,16450,16400.0,21.97,60.0,debt_consolidation,25.59,PA,MORTGAGE,2833.33,670.0,23.0,12670.0,2.0,5.0
40879,14000,14000.0,14.65,36.0,debt_consolidation,3.47,CA,MORTGAGE,8750.0,680.0,6.0,9035.0,1.0,10.0
57586,2500,2500.0,17.27,36.0,other,11.34,OH,MORTGAGE,5833.33,665.0,8.0,14122.0,0.0,8.0
62177,8000,8000.0,18.49,36.0,debt_consolidation,14.45,VA,RENT,4166.67,660.0,10.0,9425.0,2.0,4.0
6020,5000,5000.0,12.53,36.0,debt_consolidation,21.49,FL,RENT,3108.33,705.0,8.0,0.0,0.0,2.0
73741,15000,15000.0,13.11,36.0,debt_consolidation,12.78,MA,RENT,9000.0,690.0,19.0,11016.0,0.0,0.0
32694,25000,24814.89,12.69,60.0,wedding,3.83,NY,MORTGAGE,22916.67,720.0,13.0,34069.0,0.0,10.0
71766,3000,2975.0,8.9,36.0,debt_consolidation,32.0,FL,RENT,1000.0,700.0,7.0,9730.0,0.0,
83373,6000,6000.0,7.9,36.0,credit_card,33.64,WI,RENT,4116.67,705.0,16.0,33746.0,0.0,1.0
37504,7800,7800.0,10.65,36.0,debt_consolidation,7.15,CO,MORTGAGE,4000.0,720.0,6.0,11063.0,2.0,9.0
95455,25000,25000.0,7.9,36.0,debt_consolidation,18.66,MI,MORTGAGE,7083.33,710.0,17.0,47504.0,0.0,9.0
63,18500,3100.0,15.33,36.0,credit_card,5.24,NY,RENT,7500.0,660.0,8.0,22379.0,0.0,1.0
26789,12000,12000.0,12.99,60.0,home_improvement,16.67,GA,MORTGAGE,9166.67,710.0,11.0,25165.0,0.0,2.0
28032,5000,5000.0,15.99,36.0,debt_consolidation,5.26,AL,MORTGAGE,2416.67,665.0,5.0,1620.0,0.0,6.0
24454,2500,2500.0,10.59,60.0,other,2.15,MD,OWN,3958.0,745.0,4.0,3417.0,0.0,2.0
44163,16000,16000.0,16.29,60.0,debt_consolidation,5.76,NC,MORTGAGE,5083.33,710.0,7.0,8729.0,1.0,10.0
89884,25000,25000.0,15.31,60.0,debt_consolidation,3.98,NY,RENT,5666.67,745.0,6.0,11079.0,0.0,3.0
28601,2000,2000.0,16.89,36.0,other,11.91,AR,RENT,3400.0,660.0,3.0,747.0,3.0,10.0
99913,2200,2200.0,10.16,36.0,major_purchase,24.15,GA,MORTGAGE,3400.0,730.0,6.0,1453.0,0.0,5.0
7880,14000,13825.0,10.25,36.0,debt_consolidation,9.26,GA,MORTGAGE,8333.33,730.0,8.0,40267.0,1.0,10.0
64020,3000,3000.0,13.11,36.0,debt_consolidation,32.21,SD,MORTGAGE,2583.33,670.0,13.0,6683.0,0.0,1.0
36527,11425,11400.0,9.91,36.0,debt_consolidation,19.47,FL,MORTGAGE,4750.0,730.0,9.0,6359.0,3.0,8.0
72604,17325,17325.0,17.27,60.0,debt_consolidation,30.24,CA,RENT,3750.0,705.0,13.0,31362.0,1.0,9.0
29547,5425,5425.0,8.49,36.0,debt_consolidation,21.16,WV,MORTGAGE,6333.33,730.0,21.0,25996.0,3.0,10.0
49950,20000,20000.0,22.78,60.0,debt_consolidation,1.63,CA,RENT,12500.0,665.0,5.0,5407.0,0.0,5.0
34331,3300,3300.0,11.71,36.0,car,4.16,FL,RENT,3730.0,700.0,7.0,3675.0,1.0,1.0
94232,2000,2000.0,17.27,36.0,home_improvement,20.51,GA,MORTGAGE,3750.0,670.0,10.0,1371.0,1.0,7.0
98787,26500,26500.0,13.11,36.0,home_improvement,13.99,CA,RENT,5833.33,745.0,8.0,64504.0,2.0,5.0
52440,17975,17975.0,18.55,36.0,debt_consolidation,18.55,FL,RENT,4833.33,670.0,10.0,17448.0,0.0,7.0
2443,15000,14925.21,13.47,36.0,debt_consolidation,14.06,NY,RENT,4458.33,700.0,15.0,7701.0,1.0,6.0
52407,16400,16350.0,13.99,60.0,debt_consolidation,23.6,FL,RENT,3500.0,725.0,11.0,16693.0,1.0,5.0
46391,13500,13500.0,13.99,60.0,debt_consolidation,12.59,OR,MORTGAGE,8833.33,700.0,11.0,18978.0,0.0,2.0
32183,12000,12000.0,15.27,36.0,debt_consolidation,3.9,AZ,RENT,7083.33,670.0,7.0,6040.0,1.0,2.0
52061,16750,16750.0,21.48,60.0,debt_consolidation,21.88,HI,RENT,2833.33,665.0,12.0,7903.0,0.0,3.0
5531,8000,8000.0,12.18,36.0,major_purchase,1.24,MA,RENT,1125.0,745.0,2.0,707.0,0.0,2.0
51087,10000,10000.0,9.76,36.0,debt_consolidation,14.08,LA,MORTGAGE,5416.67,710.0,8.0,10560.0,0.0,3.0
11132,10000,10000.0,15.21,36.0,debt_consolidation,10.93,CA,RENT,7083.0,670.0,13.0,11890.0,0.0,3.0
7752,5525,5525.0,13.85,36.0,credit_card,21.03,CA,MORTGAGE,6620.0,720.0,8.0,37573.0,2.0,10.0
30788,17200,17200.0,19.69,60.0,home_improvement,9.95,CO,RENT,3666.67,705.0,4.0,2117.0,3.0,2.0
77919,19600,19575.0,16.29,36.0,other,29.38,NY,RENT,4166.67,680.0,17.0,22053.0,1.0,3.0
4841,4000,4000.0,11.48,36.0,debt_consolidation,22.93,TX,MORTGAGE,3833.33,715.0,9.0,0.0,0.0,2.0
48151,13000,13000.0,13.11,36.0,debt_consolidation,10.58,NH,RENT,5000.0,735.0,3.0,11090.0,1.0,1.0
2885,8000,7850.0,9.63,36.0,house,0.24,KS,RENT,4250.0,790.0,4.0,132.0,3.0,5.0
647,25000,5640.7,10.08,36.0,home_improvement,10.42,MA,MORTGAGE,7916.67,755.0,23.0,16386.0,0.0,4.0
9495,20000,19900.0,10.25,36.0,wedding,11.35,NY,RENT,7083.33,750.0,14.0,18196.0,0.0,3.0
92367,27575,27575.0,17.27,60.0,debt_consolidation,18.28,WA,MORTGAGE,7833.33,680.0,20.0,28055.0,2.0,7.0
100674,24000,24000.0,14.33,36.0,debt_consolidation,15.86,CA,MORTGAGE,7500.0,670.0,5.0,2426.0,0.0,10.0
62867,7000,7000.0,18.49,36.0,wedding,15.92,IL,RENT,5000.0,660.0,11.0,13665.0,1.0,5.0
32444,12000,11975.0,16.77,60.0,debt_consolidation,10.71,MD,MORTGAGE,3500.0,685.0,6.0,26874.0,0.0,10.0
33119,14000,14000.0,19.03,60.0,debt_consolidation,13.52,CA,MORTGAGE,3616.0,670.0,9.0,13923.0,0.0,2.0
4730,10000,9975.0,11.14,36.0,debt_consolidation,12.92,CA,RENT,2500.0,725.0,8.0,14257.0,0.0,3.0
84738,7750,7750.0,6.03,36.0,debt_consolidation,22.01,CO,RENT,4766.67,780.0,14.0,4667.0,3.0,6.0
58490,15000,11550.0,13.67,36.0,debt_consolidation,17.19,TX,OWN,3333.33,690.0,8.0,10820.0,0.0,5.0
12015,15000,14950.0,11.86,36.0,debt_consolidation,12.2,AR,MORTGAGE,5000.0,705.0,9.0,3470.0,3.0,10.0
71758,25000,25000.0,15.31,36.0,debt_consolidation,13.0,CA,RENT,5416.67,685.0,10.0,22824.0,0.0,6.0
19344,15000,14975.0,14.91,60.0,debt_consolidation,8.08,NC,MORTGAGE,4407.0,720.0,8.0,15818.0,1.0,
56528,5000,5000.0,16.29,36.0,debt_consolidation,16.06,CT,MORTGAGE,8750.0,660.0,12.0,19598.0,1.0,2.0
17236,5000,5000.0,12.98,36.0,wedding,17.29,PA,MORTGAGE,3250.0,665.0,18.0,4656.0,0.0,3.0
99541,35000,35000.0,15.31,36.0,debt_consolidation,15.0,NJ,RENT,6666.67,680.0,22.0,33472.0,0.0,10.0
1977,7500,6025.0,15.37,36.0,debt_consolidation,17.5,CA,OWN,5000.0,675.0,11.0,16422.0,0.0,0.0
15197,25000,15675.0,10.36,60.0,home_improvement,16.26,CA,MORTGAGE,3333.33,765.0,6.0,22713.0,1.0,10.0
11620,3800,3800.0,11.12,36.0,major_purchase,15.45,PA,MORTGAGE,5416.67,700.0,11.0,9266.0,0.0,10.0
73232,2800,2800.0,8.9,36.0,other,27.76,VA,RENT,3250.0,700.0,13.0,22401.0,0.0,10.0
27317,6250,6250.0,7.49,36.0,credit_card,23.97,AR,MORTGAGE,2900.0,730.0,13.0,21536.0,0.0,2.0
38774,18000,17994.46,9.91,36.0,debt_consolidation,11.85,WA,MORTGAGE,3333.33,725.0,13.0,10416.0,2.0,5.0
73956,6000,6000.0,17.27,36.0,debt_consolidation,29.13,WV,RENT,2752.92,660.0,12.0,4569.0,2.0,0.0
77363,20000,20000.0,14.09,36.0,debt_consolidation,34.91,TX,MORTGAGE,4583.33,710.0,8.0,6510.0,1.0,2.0
71926,8000,8000.0,11.14,36.0,debt_consolidation,23.93,KY,RENT,2666.67,700.0,11.0,10128.0,0.0,5.0
46024,12000,12000.0,6.62,36.0,home_improvement,4.81,NY,MORTGAGE,9833.33,790.0,15.0,5584.0,2.0,10.0
11376,24000,7100.0,11.12,60.0,home_improvement,11.99,CO,OWN,5686.67,775.0,6.0,1726.0,2.0,2.0
13393,3000,2925.0,11.49,36.0,debt_consolidation,9.22,CA,RENT,4900.0,690.0,6.0,3996.0,1.0,10.0
26533,5000,5000.0,6.99,36.0,major_purchase,8.51,AL,MORTGAGE,3750.0,745.0,12.0,3998.0,0.0,6.0
48955,21850,21800.0,13.99,60.0,debt_consolidation,17.95,NY,RENT,3750.0,730.0,5.0,7102.0,0.0,3.0
95456,21850,21850.0,23.28,60.0,medical,26.95,IL,MORTGAGE,5833.33,675.0,21.0,29643.0,2.0,3.0
102846,10000,7586.93,13.47,36.0,credit_card,14.2,CA,MORTGAGE,6666.67,690.0,8.0,126402.0,2.0,9.0
2074,15000,10150.07,15.68,36.0,other,2.68,IL,OWN,2500.0,680.0,6.0,3004.0,2.0,1.0
23197,9600,9600.0,7.29,36.0,other,9.66,RI,RENT,6048.0,740.0,7.0,15700.0,0.0,7.0
44626,25000,24975.0,20.5,36.0,credit_card,14.72,FL,RENT,7301.58,670.0,18.0,21675.0,0.0,4.0
10262,25000,14401.65,11.49,60.0,home_improvement,4.95,FL,MORTGAGE,3333.33,780.0,9.0,3367.0,3.0,2.0
37041,30000,29950.0,7.9,36.0,home_improvement,0.34,MA,RENT,13416.67,810.0,9.0,2174.0,3.0,10.0
24376,20000,20000.0,16.89,60.0,debt_consolidation,6.83,WA,OWN,4000.0,700.0,6.0,5845.0,0.0,10.0
57260,14825,14825.0,13.67,36.0,small_business,9.55,CA,RENT,2500.0,695.0,8.0,8073.0,1.0,2.0
81130,8000,8000.0,17.27,36.0,debt_consolidation,1.98,NY,MORTGAGE,6000.0,670.0,5.0,5032.0,2.0,10.0
38892,20000,20000.0,11.71,36.0,debt_consolidation,14.95,TX,MORTGAGE,10416.67,720.0,12.0,26179.0,2.0,1.0
35468,7000,7000.0,7.9,36.0,medical,20.96,TX,OWN,2300.0,765.0,4.0,0.0,0.0,10.0
7173,20000,19900.0,10.62,36.0,debt_consolidation,12.58,AL,MORTGAGE,2416.67,760.0,5.0,6011.0,0.0,1.0
102295,5000,4500.0,11.03,36.0,major_purchase,0.47,PA,RENT,3166.67,680.0,5.0,4254.0,5.0,0.0
99065,17625,17600.0,13.11,36.0,credit_card,14.88,OH,RENT,3333.33,675.0,6.0,20266.0,0.0,2.0
53234,7150,7150.0,13.11,36.0,debt_consolidation,12.33,IL,RENT,3666.67,685.0,11.0,10561.0,1.0,0.0
16215,25000,24775.0,10.36,36.0,debt_consolidation,0.94,HI,RENT,8533.33,720.0,9.0,28038.0,0.0,10.0
77494,15000,15000.0,14.33,36.0,debt_consolidation,33.42,AZ,RENT,4500.0,675.0,20.0,13369.0,0.0,0.0
66072,9000,9000.0,6.62,36.0,debt_consolidation,13.85,MA,RENT,4166.67,765.0,5.0,7853.0,0.0,1.0
6976,17600,17600.0,16.35,36.0,debt_consolidation,17.35,PA,MORTGAGE,7500.0,665.0,16.0,14555.0,0.0,7.0
22259,10000,10000.0,12.68,36.0,debt_consolidation,13.96,IL,RENT,2500.0,690.0,6.0,10481.0,1.0,0.0
15470,11200,11000.0,15.2,60.0,home_improvement,16.47,VA,MORTGAGE,6750.0,675.0,15.0,19051.0,0.0,4.0
84805,13225,13225.0,15.31,36.0,debt_consolidation,27.07,CA,RENT,5833.33,680.0,11.0,18569.0,1.0,10.0
69014,4000,4000.0,11.14,36.0,other,33.8,FL,MORTGAGE,3333.33,700.0,12.0,12922.0,0.0,4.0
26886,12000,11975.0,10.99,36.0,credit_card,9.46,NC,MORTGAGE,12083.33,720.0,7.0,43299.0,2.0,3.0
71550,35000,35000.0,19.05,36.0,debt_consolidation,21.12,CT,MORTGAGE,13750.0,735.0,38.0,99549.0,2.0,10.0
8051,25000,17250.0,14.59,36.0,debt_consolidation,24.64,FL,RENT,8750.0,705.0,11.0,20798.0,1.0,0.0
56595,9000,9000.0,6.03,36.0,debt_consolidation,12.23,VA,MORTGAGE,5000.0,750.0,13.0,5224.0,0.0,7.0
48498,18225,18225.0,12.12,36.0,debt_consolidation,20.87,MN,MORTGAGE,4850.0,700.0,7.0,37592.0,0.0,3.0
10737,4750,4750.0,14.72,36.0,small_business,3.0,CO,OWN,866.67,660.0,6.0,740.0,0.0,
48798,14400,14400.0,6.62,36.0,home_improvement,6.71,FL,MORTGAGE,12500.0,770.0,6.0,1280.0,0.0,10.0
94440,30000,30000.0,23.76,60.0,debt_consolidation,14.25,WI,RENT,6928.13,660.0,6.0,28665.0,1.0,10.0
46421,13475,13475.0,12.12,36.0,credit_card,19.46,MA,MORTGAGE,2250.0,715.0,3.0,11674.0,0.0,0.0
90531,10000,10000.0,19.05,36.0,other,17.95,SC,MORTGAGE,3750.0,675.0,10.0,7034.0,1.0,6.0
51302,12000,12000.0,6.62,36.0,credit_card,9.46,CA,MORTGAGE,5833.33,740.0,9.0,12028.0,0.0,8.0
28257,6000,6000.0,16.89,60.0,debt_consolidation,18.39,CA,RENT,3083.0,695.0,3.0,1181.0,0.0,3.0
104101,9500,6500.0,6.54,36.0,credit_card,14.43,NH,MORTGAGE,7500.0,725.0,13.0,100233.0,0.0,10.0
12958,12000,11875.0,10.38,60.0,credit_card,16.98,FL,MORTGAGE,3791.67,780.0,10.0,59495.0,1.0,10.0
49872,5000,5000.0,8.9,36.0,credit_card,15.93,PA,MORTGAGE,6666.67,705.0,10.0,12307.0,0.0,7.0
26290,3600,3600.0,8.9,36.0,debt_consolidation,3.27,NV,RENT,1558.33,745.0,4.0,1594.0,0.0,3.0
43703,27000,26993.89,14.27,60.0,home_improvement,18.28,FL,OWN,4833.33,735.0,18.0,12588.0,1.0,7.0
32985,10000,10000.0,14.27,36.0,debt_consolidation,10.97,IL,RENT,7500.0,665.0,6.0,7778.0,0.0,7.0
80200,5450,5450.0,13.11,36.0,medical,25.91,AL,RENT,3500.0,670.0,9.0,7619.0,0.0,1.0
22130,16000,13613.86,15.28,60.0,debt_consolidation,15.33,KY,MORTGAGE,3006.44,700.0,10.0,11011.0,0.0,10.0
74163,9750,9750.0,17.27,36.0,debt_consolidation,21.93,FL,RENT,2817.5,670.0,12.0,6324.0,1.0,1.0
35740,30000,30000.0,7.51,36.0,major_purchase,1.08,NY,OWN,10416.67,785.0,6.0,740.0,0.0,5.0
74713,14000,13975.0,12.12,36.0,other,3.25,NY,MORTGAGE,6250.0,705.0,14.0,7085.0,1.0,10.0
52405,8500,8500.0,6.62,36.0,debt_consolidation,4.9,CA,MORTGAGE,4166.67,740.0,8.0,7114.0,0.0,10.0
54513,14400,14400.0,7.9,36.0,wedding,17.89,FL,RENT,13100.0,745.0,11.0,14550.0,0.0,4.0
10293,8000,8000.0,7.14,36.0,debt_consolidation,1.73,CA,RENT,3750.0,765.0,6.0,3381.0,0.0,0.0
66880,12000,12000.0,13.11,36.0,debt_consolidation,6.46,NY,RENT,13166.67,680.0,8.0,8426.0,0.0,5.0
96709,10400,10350.0,13.11,36.0,debt_consolidation,7.59,NY,OWN,6166.67,695.0,10.0,14193.0,0.0,7.0
84273,21000,21000.0,18.75,60.0,home_improvement,11.31,NY,MORTGAGE,10250.0,695.0,12.0,38820.0,0.0,10.0
6120,6000,5925.0,11.83,36.0,debt_consolidation,3.44,CA,RENT,6333.33,705.0,13.0,7269.0,0.0,4.0
48166,10800,10800.0,13.67,60.0,car,0.94,IL,RENT,7500.0,730.0,4.0,1577.0,0.0,0.0
67265,2100,2100.0,14.33,36.0,major_purchase,3.5,LA,OWN,1000.0,690.0,13.0,893.0,1.0,0.0
41102,4000,4000.0,6.03,36.0,other,15.13,FL,MORTGAGE,6583.33,770.0,6.0,63294.0,0.0,10.0
47422,3500,3500.0,7.62,36.0,debt_consolidation,20.93,CA,RENT,4333.33,725.0,9.0,11538.0,0.0,6.0
6039,24250,23811.24,12.53,36.0,home_improvement,12.7,NY,OWN,18750.0,725.0,10.0,121563.0,1.0,10.0
62856,19000,19000.0,14.33,60.0,credit_card,16.06,IL,MORTGAGE,5000.0,715.0,8.0,20918.0,0.0,10.0
7020,10500,10477.85,15.33,36.0,credit_card,14.3,NY,RENT,3083.33,670.0,8.0,14726.0,0.0,10.0
92641,2500,2500.0,18.49,36.0,debt_consolidation,22.49,PA,MORTGAGE,3916.67,670.0,7.0,14892.0,2.0,6.0
7953,16000,16000.0,14.59,36.0,debt_consolidation,9.47,CA,RENT,5416.67,690.0,9.0,15518.0,0.0,10.0
101568,3000,1300.0,13.75,36.0,debt_consolidation,19.3,FL,RENT,1000.0,665.0,12.0,2545.0,4.0,0.0
27693,10000,10000.0,5.42,36.0,credit_card,10.41,GA,MORTGAGE,7500.0,780.0,11.0,11532.0,0.0,9.0
70029,7100,7100.0,14.09,36.0,credit_card,19.22,OH,RENT,4166.67,685.0,13.0,6788.0,2.0,2.0
3492,12500,12425.0,9.32,36.0,home_improvement,11.71,TX,MORTGAGE,4166.67,780.0,7.0,1052.0,0.0,2.0
45115,1700,1700.0,13.99,36.0,car,20.67,NY,OWN,1200.0,675.0,10.0,7382.0,0.0,4.0
96928,4000,4000.0,11.14,36.0,debt_consolidation,12.2,WA,MORTGAGE,6666.67,670.0,7.0,7153.0,0.0,5.0
51257,18225,18225.0,17.99,36.0,debt_consolidation,23.35,VA,RENT,3083.33,675.0,6.0,17128.0,1.0,3.0
92820,30000,30000.0,16.29,60.0,major_purchase,20.28,NY,RENT,13666.67,735.0,14.0,39059.0,1.0,1.0
17826,10000,10000.0,6.54,36.0,home_improvement,17.05,FL,RENT,6916.67,730.0,6.0,10302.0,0.0,3.0
66186,6000,6000.0,7.9,36.0,credit_card,2.51,GA,RENT,7500.0,720.0,5.0,6394.0,0.0,2.0
73450,6000,6000.0,12.12,36.0,major_purchase,7.4,PA,MORTGAGE,5000.0,675.0,6.0,14045.0,0.0,2.0
96780,6000,6000.0,15.8,36.0,debt_consolidation,19.56,WA,OWN,1666.67,675.0,7.0,5291.0,0.0,0.0
62089,7000,7000.0,17.77,36.0,debt_consolidation,18.15,WV,RENT,4750.0,665.0,11.0,12307.0,1.0,0.0
60963,10000,10000.0,15.31,36.0,credit_card,9.55,TX,OWN,4166.67,670.0,11.0,11551.0,0.0,4.0
8291,3250,3250.0,12.73,36.0,debt_consolidation,21.44,FL,MORTGAGE,5000.0,675.0,12.0,20564.0,0.0,3.0
100221,30000,29950.0,19.72,60.0,debt_consolidation,21.92,CT,RENT,10416.67,685.0,11.0,61661.0,1.0,7.0
22790,21000,21000.0,11.11,36.0,small_business,16.53,NY,MORTGAGE,18750.0,700.0,13.0,120538.0,0.0,10.0
93403,11000,11000.0,7.62,36.0,debt_consolidation,12.35,NY,OWN,7666.67,735.0,6.0,12461.0,1.0,7.0
7687,5500,5400.0,7.14,36.0,credit_card,19.86,MO,MORTGAGE,3916.67,750.0,15.0,10254.0,1.0,0.0
59279,15000,15000.0,7.9,36.0,debt_consolidation,5.59,MO,RENT,2916.67,770.0,13.0,14290.0,1.0,9.0
32146,20000,17890.7,19.91,60.0,debt_consolidation,17.49,CA,MORTGAGE,7916.67,670.0,17.0,39621.0,1.0,6.0
311,7200,6250.0,8.07,36.0,debt_consolidation,17.0,MA,MORTGAGE,5100.0,760.0,4.0,9366.0,4.0,10.0
38432,4000,4000.0,18.64,60.0,debt_consolidation,19.15,MN,RENT,4000.0,675.0,9.0,16543.0,2.0,6.0
59266,20000,20000.0,8.9,36.0,debt_consolidation,11.01,MD,MORTGAGE,7083.33,730.0,13.0,28324.0,2.0,10.0
75012,15000,15000.0,12.12,36.0,credit_card,19.16,NJ,RENT,5000.0,705.0,18.0,13830.0,0.0,10.0
