,TARGET_B,ID,TARGET_D,GiftCnt36,GiftCntAll,GiftCntCard36,GiftCntCardAll,GiftAvgLast,GiftAvg36,GiftAvgAll,GiftAvgCard36,GiftTimeLast,GiftTimeFirst,PromCnt12,PromCnt36,PromCntAll,PromCntCard12,PromCntCard36,PromCntCardAll,StatusCat96NK,StatusCatStarAll,DemCluster,DemAge,DemGender,DemHomeOwner,DemMedHomeValue,DemPctVeterans,DemMedIncome
2129,1,54142,21.0,3,5,1,2,20.0,16.67,13.0,20.0,20,41,13,35,38,6,17,16,A,0,43,51.0,F,H,47600.0,22,40136.0
2130,1,54160,10.0,1,1,0,0,15.0,15.0,15.0,,16,16,11,16,13,4,4,5,F,0,51,69.0,F,H,47500.0,33,36250.0
2131,0,54214,,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,48,87.0,F,H,46600.0,41,42288.0
2132,0,54227,,2,4,1,3,25.0,22.5,15.25,20.0,25,66,12,29,46,6,14,18,A,0,51,,M,U,30400.0,27,34000.0
2133,1,54259,15.0,3,3,2,2,10.0,10.0,10.0,10.0,16,24,14,25,23,6,11,9,N,1,0,65.0,M,H,55300.0,0,41506.0
2134,1,2596,28.0,4,6,2,4,20.5,18.88,18.42,15.0,6,23,22,29,30,8,11,10,N,0,0,,M,H,50500.0,0,41506.0
2135,0,54308,,8,10,5,7,10.0,8.25,7.8,8.2,21,44,12,31,35,6,16,16,A,1,45,50.0,F,H,37600.0,35,33750.0
2136,0,92827,,1,2,0,0,16.0,16.0,13.0,,19,42,10,24,24,4,4,9,A,0,8,59.0,F,U,35900.0,24,33750.0
2137,0,54347,,1,1,0,0,50.0,50.0,50.0,,16,16,12,17,14,5,5,6,F,0,51,,F,U,37800.0,30,0.0
2138,1,54369,6.0,3,3,2,2,10.0,6.67,6.67,7.5,17,21,12,19,17,6,10,8,N,0,47,,M,U,46700.0,27,0.0
2139,1,54393,23.0,3,3,1,1,17.0,13.0,13.0,12.0,18,32,11,28,26,5,13,12,A,0,42,67.0,F,H,91800.0,14,27294.0
2140,1,189853,8.0,4,12,2,5,10.0,9.75,7.17,9.5,19,112,13,32,60,6,15,25,A,1,0,54.0,F,U,44000.0,24,39991.0
2141,0,54417,,1,1,0,0,25.0,25.0,25.0,,20,20,11,18,16,5,5,7,F,0,47,55.0,M,U,38600.0,18,32908.0
2142,1,54441,30.0,1,8,0,5,25.0,25.0,12.75,,17,85,13,32,60,6,6,23,A,1,50,56.0,F,H,46300.0,20,55190.0
2143,0,54517,,1,14,1,7,20.0,20.0,13.21,20.0,27,129,8,26,62,4,13,25,A,1,22,49.0,F,U,58600.0,22,45037.0
2144,0,54511,,1,6,0,3,25.0,23.0,18.33,,18,69,15,36,55,6,6,20,A,0,47,77.0,F,H,46700.0,20,45037.0
2145,1,54530,10.0,6,12,5,9,14.0,12.67,9.92,12.4,18,105,14,32,65,6,14,24,S,1,51,,M,U,44800.0,26,29414.0
2146,0,54392,,4,4,3,3,8.0,7.75,7.75,7.67,15,29,11,23,21,5,10,9,A,1,34,53.0,M,H,55800.0,24,46726.0
2147,0,54554,,1,5,1,2,25.0,25.0,23.0,25.0,18,44,13,35,40,6,17,17,A,0,21,62.0,F,H,49300.0,37,51968.0
2148,0,54549,,3,4,3,3,10.0,6.0,5.75,6.0,20,28,12,25,26,6,12,10,A,1,12,51.0,M,H,81100.0,23,51968.0
2149,0,54586,,3,3,0,0,20.0,10.67,10.67,,15,31,11,23,22,5,5,8,A,0,24,41.0,F,U,45500.0,32,32514.0
2150,1,54614,7.0,5,5,3,3,5.0,6.4,6.4,6.67,16,35,13,32,29,6,14,12,A,1,36,71.0,F,H,49100.0,22,35376.0
2151,1,54674,5.0,5,17,5,12,5.0,5.4,4.71,5.4,16,105,12,32,63,6,17,29,A,1,40,75.0,M,U,44000.0,27,45395.0
2152,0,54671,,4,8,2,4,5.0,5.0,4.25,5.0,16,66,7,19,27,3,7,10,S,1,40,78.0,M,U,59900.0,27,0.0
2153,1,54708,20.0,1,2,1,1,6.0,53.0,29.5,53.0,15,16,16,21,18,5,7,6,F,0,36,37.0,F,H,38200.0,24,0.0
2154,0,53,,3,20,3,8,20.0,18.67,11.0,18.67,21,91,18,36,72,7,18,29,A,1,50,71.0,M,H,37600.0,17,33545.0
2155,1,54762,16.0,3,12,2,7,15.0,11.67,7.33,12.5,15,90,12,29,63,5,12,23,S,1,47,83.0,M,U,42900.0,25,38685.0
2156,0,54775,,3,11,3,6,15.0,12.33,10.09,12.33,18,81,14,35,58,6,16,24,A,0,51,55.0,F,U,43200.0,26,45674.0
2157,0,54781,,2,6,0,4,15.0,14.0,10.33,,18,81,10,28,50,4,4,19,A,1,43,,M,U,35500.0,25,40179.0
2158,0,54796,,4,9,1,3,10.0,8.25,6.56,10.0,19,45,12,33,38,6,16,16,S,1,41,55.0,F,H,38600.0,24,33390.0
2159,0,54794,,7,7,5,5,10.0,8.86,8.86,10.0,16,33,14,30,30,6,14,12,S,1,43,54.0,M,H,43600.0,29,33390.0
2160,0,54825,,3,12,3,8,10.0,5.33,5.83,5.33,18,78,12,33,53,6,16,23,A,0,50,73.0,M,H,44100.0,27,29663.0
2161,1,54828,5.0,5,11,4,9,11.0,9.6,7.82,9.5,16,69,16,36,59,6,15,21,S,1,50,71.0,F,H,33800.0,24,30455.0
2162,0,54848,,1,13,0,7,20.0,20.0,17.38,,25,129,12,33,75,6,6,32,A,1,37,64.0,M,H,50900.0,42,27307.0
2163,0,54859,,3,20,1,10,16.0,14.67,10.1,15.0,18,105,15,35,73,6,15,27,S,1,50,74.0,M,H,33300.0,23,27098.0
2164,0,54946,,5,11,4,7,9.0,9.8,9.36,9.5,24,52,10,30,42,5,16,18,S,1,35,35.0,F,H,75500.0,39,54469.0
2165,0,54966,,1,9,0,5,20.0,20.0,11.11,,18,127,13,29,57,6,6,26,A,1,50,57.0,M,H,34800.0,21,32207.0
2166,0,54967,,2,6,2,4,20.0,15.0,9.17,15.0,16,69,14,33,50,6,14,18,A,0,41,,U,U,0.0,0,0.0
2167,0,54992,,4,15,2,6,20.0,17.5,14.33,20.0,22,102,5,20,50,4,13,23,A,1,40,,F,U,63000.0,32,0.0
2168,0,126612,,3,6,2,4,16.0,14.0,10.0,13.0,15,65,13,31,41,5,12,16,A,0,36,38.0,F,U,55200.0,22,0.0
2169,1,54996,10.0,2,13,2,7,10.0,10.0,8.23,10.0,20,104,7,15,46,2,6,17,A,1,50,68.0,M,H,33600.0,27,23906.0
2170,0,55006,,4,4,2,2,10.0,8.75,8.75,7.5,18,30,15,29,26,6,12,10,A,0,47,,F,U,38100.0,24,26500.0
2171,1,55027,5.0,7,11,6,7,10.0,11.43,10.97,10.0,16,57,14,35,48,5,15,18,A,1,35,71.0,F,H,95500.0,27,81921.0
2172,0,55023,,1,2,1,1,26.0,26.0,18.0,26.0,17,30,11,25,23,5,11,9,A,0,35,65.0,F,H,95500.0,27,81921.0
2173,0,55092,,2,2,1,1,15.0,10.0,10.0,15.0,20,28,10,22,22,4,9,8,A,0,51,59.0,F,H,38200.0,23,30860.0
2174,0,55038,,5,18,3,7,5.0,9.8,7.78,11.33,15,111,15,34,68,6,15,27,A,1,47,49.0,F,H,39900.0,25,30860.0
2175,1,55091,10.0,1,1,0,0,25.0,25.0,25.0,,20,20,9,14,14,3,3,3,F,1,51,47.0,F,U,36400.0,23,36776.0
2176,1,55105,4.0,6,15,2,6,6.0,6.33,5.8,6.0,17,64,11,32,49,5,15,21,S,1,47,,F,U,40700.0,25,22031.0
2177,1,55117,15.0,2,5,2,4,20.0,20.0,15.0,20.0,24,86,9,25,44,4,11,18,A,0,15,68.0,F,H,66800.0,24,58769.0
2178,0,55137,,3,11,3,9,12.0,15.67,15.82,15.67,16,116,13,34,72,6,16,32,A,0,47,37.0,F,H,60200.0,25,53531.0
2179,0,54850,,2,3,1,1,25.0,17.5,13.0,10.0,18,33,13,32,29,6,15,13,A,0,0,,M,U,33900.0,0,0.0
2180,1,55172,16.0,2,7,2,5,16.0,15.0,11.29,15.0,20,76,13,33,55,6,15,21,A,0,40,43.0,F,H,41200.0,31,44024.0
2181,0,12511,,6,29,4,16,6.0,4.83,4.31,4.25,18,120,24,43,88,6,17,32,S,1,23,27.0,F,H,70700.0,45,38685.0
2182,0,55271,,2,14,1,7,20.0,22.5,13.57,25.0,20,126,14,35,74,6,17,34,A,1,36,87.0,F,U,60500.0,28,43703.0
2183,1,55302,15.0,1,12,1,7,15.0,12.0,9.75,12.0,18,86,15,35,63,6,15,24,A,1,13,73.0,M,H,87800.0,23,73101.0
2184,1,55293,25.0,2,3,0,0,25.0,17.5,20.0,,18,32,14,31,29,6,6,12,A,0,32,,F,U,44400.0,23,0.0
2185,0,55341,,2,18,1,10,10.0,7.5,6.28,10.0,18,121,11,29,70,4,11,27,A,1,21,77.0,U,H,39600.0,32,45139.0
2186,0,55325,,3,5,0,0,10.0,10.0,9.0,,19,40,12,32,34,6,6,14,A,0,18,73.0,F,H,60000.0,47,45139.0
2187,1,55358,30.0,3,6,1,2,25.0,20.0,15.83,20.0,16,55,13,33,42,6,15,17,A,0,32,49.0,F,H,42600.0,0,27418.0
2188,0,8190,,5,57,4,22,10.0,11.4,9.93,11.75,21,113,24,42,117,5,15,30,A,1,32,47.0,F,U,35000.0,25,29867.0
2189,1,55392,6.0,7,37,5,19,7.0,6.14,5.96,6.0,18,123,11,30,79,5,15,33,S,1,43,51.0,M,U,42300.0,30,29867.0
2190,0,55390,,1,22,1,14,12.0,12.0,7.36,12.0,21,123,11,28,73,5,12,30,A,1,32,50.0,F,H,26100.0,18,29867.0
2191,0,55389,,4,14,2,6,5.0,5.0,5.57,5.0,16,116,15,35,63,6,15,26,A,1,28,76.0,M,H,41400.0,49,29867.0
2192,1,55408,4.0,6,16,5,12,3.0,5.0,5.25,5.0,19,105,12,32,66,6,17,28,S,1,35,50.0,M,H,144900.0,42,52311.0
2193,0,55403,,4,8,2,2,15.0,12.25,12.38,13.5,22,52,13,34,43,6,17,18,A,0,47,79.0,F,H,54900.0,30,52311.0
2194,1,55442,25.0,1,6,1,5,15.0,15.0,9.17,15.0,21,81,11,29,52,5,13,20,A,0,50,72.0,M,U,38200.0,22,28052.0
2195,1,55450,5.0,2,19,2,12,10.0,7.5,3.53,7.5,18,125,12,31,70,5,15,29,A,1,45,,F,H,35000.0,30,36250.0
2196,1,55484,25.0,2,8,0,4,23.0,20.0,12.75,,18,80,13,34,59,6,6,23,A,1,50,,M,U,36600.0,22,0.0
2197,1,55503,10.0,2,5,1,1,10.0,7.5,8.4,10.0,18,28,12,24,24,6,12,10,A,0,47,83.0,M,U,50600.0,28,30499.0
2198,1,55527,4.0,4,16,2,9,5.0,5.25,5.38,6.0,17,105,11,29,67,4,11,22,S,1,27,33.0,F,H,39300.0,38,29430.0
2199,1,55552,20.0,2,10,0,7,17.0,16.0,8.4,,15,126,12,32,64,5,5,29,L,1,50,65.0,M,U,36300.0,22,26495.0
2200,1,55553,20.0,1,1,1,1,25.0,25.0,25.0,25.0,24,24,9,19,17,4,8,7,N,0,47,,M,U,39400.0,24,30017.0
2201,1,55624,10.0,2,17,2,12,10.0,10.0,9.71,10.0,24,124,10,29,68,4,12,28,A,1,41,74.0,F,U,40300.0,0,0.0
2202,0,55640,,4,10,3,5,16.0,12.0,10.2,10.67,17,51,13,33,43,6,17,19,A,1,47,63.0,F,U,30700.0,24,30841.0
2203,0,55761,,3,17,1,7,16.0,25.32,16.0,14.0,19,97,13,31,66,6,14,24,A,1,35,71.0,M,H,111000.0,57,58533.0
2204,1,55756,10.0,7,9,5,6,5.0,8.57,7.56,9.0,17,40,13,34,38,6,16,15,S,1,24,,F,U,74300.0,55,0.0
2205,1,55840,16.0,4,6,2,3,10.0,15.0,17.5,17.5,22,45,7,24,33,5,15,15,A,1,39,50.0,M,H,40600.0,32,46324.0
2206,0,11053,,2,19,0,4,10.0,11.0,8.37,,18,124,28,48,97,4,4,29,A,0,24,71.0,F,U,65300.0,39,0.0
2207,0,55953,,1,3,1,2,30.0,30.0,25.0,30.0,17,44,13,32,38,6,15,15,A,0,36,45.0,M,H,50100.0,42,37760.0
2208,0,56035,,3,3,1,1,20.0,15.33,15.33,16.0,18,31,12,26,25,6,12,10,A,0,50,,F,U,33200.0,27,31742.0
2209,0,56038,,1,11,0,3,14.0,14.0,12.73,,16,105,12,30,66,5,5,26,A,0,50,,M,U,34600.0,21,0.0
2210,1,56049,14.0,3,8,3,6,10.0,11.67,9.5,11.67,17,76,11,27,48,4,12,18,A,0,47,70.0,F,U,39800.0,20,37038.0
2211,0,189047,,6,22,5,13,5.0,8.5,6.59,8.6,4,99,14,36,76,6,17,28,S,1,45,75.0,U,U,39800.0,0,37038.0
2212,1,191296,9.0,6,14,4,9,10.0,10.0,9.07,10.0,17,113,14,36,69,6,17,30,S,1,0,50.0,F,U,102400.0,28,28268.0
2213,0,56075,,1,6,1,4,20.0,20.0,10.17,20.0,21,56,13,30,46,6,13,17,A,0,36,64.0,M,H,35900.0,25,28268.0
2214,1,54600,15.0,2,5,1,3,15.0,12.0,8.3,15.0,18,68,11,29,42,5,12,17,A,0,27,17.0,F,H,65300.0,40,28268.0
2215,1,56113,5.0,6,39,4,24,10.0,6.33,4.1,6.75,21,127,13,33,84,6,17,35,S,1,39,52.0,M,U,49400.0,32,39632.0
2216,1,56120,15.0,3,27,1,14,15.0,11.33,6.63,11.0,15,123,13,34,75,5,15,32,A,1,41,,F,U,51800.0,23,0.0
2217,1,56124,20.0,2,6,1,2,20.0,22.5,15.0,25.0,25,53,13,33,45,6,17,19,A,0,0,46.0,M,H,60000.0,0,0.0
2218,1,56169,20.0,1,1,1,1,20.0,20.0,20.0,20.0,24,24,8,18,16,3,7,6,N,0,40,,F,H,55700.0,27,38292.0
2219,0,56218,,3,4,1,2,18.0,14.0,11.75,11.0,18,45,14,31,38,6,13,13,A,0,47,69.0,M,U,35100.0,19,37232.0
2220,0,56310,,2,2,1,1,20.0,12.5,12.5,5.0,27,33,9,25,23,4,11,10,A,0,42,57.0,M,U,69600.0,32,58063.0
2221,1,56318,5.0,4,6,1,2,10.0,5.75,5.17,3.0,15,40,11,29,30,5,13,13,A,0,35,39.0,F,H,200800.0,39,109713.0
2222,0,56470,,2,19,2,15,8.0,8.0,5.37,8.0,17,128,12,28,76,5,12,28,S,1,1,,F,U,90200.0,38,51634.0
2223,1,56339,5.0,5,27,2,15,5.0,5.2,3.63,4.5,16,128,6,21,62,3,10,25,S,1,38,82.0,F,U,39700.0,34,51634.0
2224,1,56337,15.0,4,14,4,11,15.0,15.0,12.07,15.0,15,119,14,33,67,6,16,28,S,1,37,60.0,F,H,71400.0,26,51634.0
2225,1,56346,10.0,4,16,2,10,10.0,10.5,9.06,10.0,24,126,10,31,70,5,15,30,A,1,49,55.0,F,H,46900.0,22,43750.0
2226,1,56367,5.0,7,12,2,4,7.0,5.43,5.17,5.0,18,45,12,34,40,6,17,17,A,1,43,50.0,M,H,30100.0,27,37788.0
2227,0,56774,,1,1,1,1,33.0,33.0,33.0,33.0,16,16,12,17,14,5,7,6,F,0,16,35.0,M,H,50800.0,50,46240.0
2228,0,56379,,8,11,5,6,10.0,13.75,12.09,14.0,19,53,14,32,38,6,15,14,S,1,51,,M,H,30300.0,30,35625.0
2229,0,56398,,7,8,4,5,15.0,6.71,6.25,5.25,18,37,13,30,31,6,15,14,S,1,43,,F,U,45700.0,25,36683.0
2230,0,56404,,1,1,1,1,15.0,15.0,15.0,15.0,16,16,11,16,13,4,6,5,F,0,45,51.0,M,H,39500.0,24,40156.0
2231,1,56407,20.0,3,17,2,8,20.0,19.33,10.65,19.0,15,121,14,32,72,6,16,31,A,1,51,70.0,F,U,38200.0,30,37031.0
2232,0,56416,,2,3,1,1,12.0,11.0,10.67,10.0,18,23,12,23,21,6,11,9,N,0,30,,M,U,56200.0,46,0.0
2233,0,10162,,0,10,0,3,0.0,0.0,10.2,,7,90,25,25,79,4,4,22,A,0,27,69.0,F,U,70200.0,42,41639.0
2234,1,185464,15.0,2,9,2,3,15.0,17.5,11.11,17.5,13,57,23,45,59,7,18,22,A,0,38,58.0,M,H,70200.0,35,41639.0
2235,0,56454,,5,25,2,15,5.0,5.0,3.64,5.0,17,126,12,31,72,5,15,31,S,1,39,78.0,F,U,78100.0,34,49810.0
2236,0,56452,,2,14,1,7,14.0,14.0,11.64,14.0,17,116,13,32,71,6,15,31,S,1,40,68.0,F,H,71500.0,36,49810.0
2237,1,56451,8.0,5,35,4,22,6.0,9.2,7.8,9.0,18,129,13,35,87,6,17,34,S,1,40,59.0,M,U,78100.0,31,49810.0
2238,0,56441,,2,4,1,2,30.0,27.5,19.25,30.0,15,56,15,33,46,6,14,17,A,0,36,,U,U,55500.0,23,49810.0
2239,1,56479,4.0,6,16,5,10,3.0,4.0,3.31,4.2,18,93,12,28,57,6,15,23,S,1,10,71.0,F,H,13900.0,23,16564.0
2240,0,56485,,1,1,1,1,20.0,20.0,20.0,20.0,17,17,10,15,13,4,6,5,F,0,7,26.0,F,U,66400.0,28,45928.0
2241,0,56525,,6,10,4,5,12.0,11.17,10.0,11.0,16,44,12,33,40,6,17,17,A,1,25,61.0,M,H,43300.0,25,47412.0
2242,0,56585,,5,7,3,3,4.0,4.8,4.57,4.33,17,31,12,27,26,6,13,11,A,1,10,63.0,M,H,27500.0,29,26021.0
2243,0,56599,,2,7,1,3,18.0,19.0,13.43,20.0,15,65,12,31,50,5,15,20,L,0,10,53.0,M,H,13200.0,25,27204.0
2244,0,56609,,5,6,4,4,4.0,4.6,4.33,4.75,16,29,12,24,24,6,12,10,A,1,21,63.0,F,H,40300.0,38,39233.0
2245,0,56640,,2,2,2,2,16.0,13.0,13.0,13.0,23,29,10,23,23,4,10,9,A,0,21,45.0,F,H,56900.0,55,41069.0
2246,0,56630,,1,1,0,0,20.0,20.0,20.0,,16,16,12,17,14,5,5,6,F,0,18,66.0,F,H,54000.0,21,41069.0
2247,1,56674,15.0,4,6,1,2,15.0,8.5,6.67,8.0,18,40,11,27,26,6,15,14,A,1,10,76.0,M,H,33500.0,21,28542.0
2248,1,56700,20.0,1,6,0,2,20.0,20.0,12.33,,19,52,13,32,42,6,6,18,A,0,31,,M,U,44700.0,37,0.0
2249,1,56697,10.0,7,10,5,6,10.0,9.0,7.7,8.6,19,44,12,30,35,6,15,15,A,1,21,51.0,F,H,35400.0,33,41886.0
2250,0,56696,,4,4,1,1,10.0,6.75,6.75,5.0,18,30,12,26,22,6,12,10,A,1,16,39.0,M,H,67600.0,31,41886.0
2251,0,8585,,0,12,0,2,15.0,0.0,10.42,,6,53,32,32,65,5,5,14,A,0,4,47.0,M,U,45900.0,19,43588.0
2252,0,56722,,1,8,0,3,21.0,21.0,8.25,,18,69,15,31,52,6,6,18,A,1,8,69.0,M,U,53600.0,51,43588.0
2253,0,56843,,2,9,0,5,15.0,14.5,10.56,,19,119,15,31,57,6,6,23,A,0,18,61.0,F,U,59200.0,33,43211.0
2254,1,56787,13.0,3,12,1,7,13.0,13.0,9.67,11.0,19,80,13,34,62,5,15,24,A,1,16,32.0,M,H,65100.0,37,60483.0
2255,0,56783,,2,6,2,4,21.0,18.0,12.0,18.0,16,68,14,32,52,6,15,21,A,0,16,52.0,M,H,64400.0,62,60483.0
2256,1,186773,8.0,5,34,5,16,8.0,5.8,4.85,5.8,7,92,12,33,70,5,16,26,S,1,20,,F,H,72200.0,38,60483.0
2257,1,56816,10.0,3,10,0,5,10.0,12.0,7.3,,16,77,7,28,50,3,3,19,S,1,13,77.0,F,U,87000.0,50,0.0
2258,0,56834,,4,12,2,4,17.0,16.0,12.83,16.0,18,81,15,36,63,6,17,24,A,0,18,75.0,M,H,58600.0,27,75367.0
2259,1,56833,20.0,2,7,1,4,20.0,20.0,12.71,20.0,20,57,13,33,48,6,15,18,A,1,15,46.0,F,H,86700.0,31,75367.0
2260,1,56831,15.0,2,6,1,3,15.0,11.5,9.17,15.0,17,45,14,35,39,6,17,17,A,0,14,30.0,M,H,136800.0,30,75367.0
2261,0,56845,,2,12,1,5,50.0,25.0,15.83,25.0,18,122,13,34,74,6,16,30,A,0,21,44.0,F,U,51100.0,38,55792.0
2262,1,56449,5.0,5,14,4,10,5.0,5.4,6.93,5.5,15,130,14,28,64,6,13,25,A,1,43,,F,U,64000.0,19,0.0
2263,0,56863,,1,18,1,12,10.0,10.0,4.5,10.0,18,125,7,25,63,3,11,28,A,1,21,,F,H,42700.0,36,47310.0
2264,1,56860,24.0,2,8,1,3,24.0,17.0,11.25,24.0,16,80,14,34,56,6,15,22,A,0,39,31.0,F,U,43900.0,31,47310.0
2265,1,56886,12.0,8,11,7,8,6.0,7.13,6.64,7.14,15,41,11,30,34,5,15,14,S,1,13,71.0,M,H,111100.0,34,65232.0
2266,0,62891,,1,1,1,1,15.0,15.0,15.0,15.0,17,17,10,15,13,4,6,5,F,0,18,51.0,M,H,112500.0,31,68159.0
2267,0,56903,,5,5,3,3,20.0,20.0,20.0,20.0,15,32,14,32,30,6,15,13,S,1,38,41.0,M,U,137500.0,25,88241.0
2268,0,56951,,1,13,1,11,20.0,20.0,6.54,20.0,26,130,9,27,65,4,12,27,A,1,20,,F,U,81300.0,34,0.0
2269,0,190891,,3,15,2,7,15.0,11.67,9.27,12.5,16,91,14,34,59,5,14,24,S,1,16,66.0,M,U,46200.0,38,0.0
2270,0,49877,,5,10,4,8,15.0,12.8,10.6,12.25,17,64,14,34,58,6,16,20,S,1,49,41.0,M,H,62700.0,29,60845.0
2271,1,57899,10.0,2,29,1,16,20.0,20.0,10.55,20.0,24,128,12,33,84,6,16,36,S,1,20,,F,U,30700.0,29,0.0
2272,1,57039,5.0,11,43,8,25,5.0,5.27,4.3,5.13,17,128,10,31,84,5,16,35,S,1,51,68.0,F,H,19500.0,23,27089.0
2273,0,57036,,2,12,2,8,12.0,12.5,9.67,12.5,18,75,8,25,47,4,13,18,S,1,51,57.0,M,H,28800.0,19,27089.0
2274,1,57052,29.0,2,7,1,6,24.0,21.0,16.57,18.0,20,76,13,32,56,6,16,22,A,1,49,50.0,U,H,68300.0,31,58413.0
2275,1,57058,25.0,6,10,2,3,12.0,11.83,11.1,11.5,15,53,14,36,46,6,17,19,A,1,43,77.0,M,H,43200.0,29,35412.0
2276,0,57069,,2,4,1,2,31.0,30.0,25.25,29.0,18,44,13,35,41,6,17,18,A,0,39,,F,U,50600.0,28,0.0
2277,1,57092,36.0,3,6,2,5,40.0,34.67,23.67,36.0,16,52,15,37,50,6,17,20,S,1,35,44.0,M,H,111000.0,33,46974.0
2278,1,57087,15.0,3,3,2,2,15.0,11.67,11.67,10.0,18,33,13,31,28,6,14,12,A,0,49,51.0,M,H,82100.0,16,46974.0
2279,1,57119,20.0,0,11,0,9,18.0,0.0,10.55,,25,126,11,11,70,6,6,31,A,1,36,76.0,M,H,55600.0,34,43423.0
2280,1,57151,26.0,2,10,0,2,21.0,20.5,15.9,,26,63,10,32,52,5,5,21,A,0,42,61.0,F,U,87500.0,11,42819.0
2281,1,13292,10.0,2,28,2,19,10.0,7.5,6.36,7.5,10,120,27,46,91,5,13,31,A,1,38,,F,U,58200.0,23,0.0
2282,1,57162,20.0,2,4,1,2,15.0,13.0,11.5,15.0,18,41,12,31,32,6,14,13,A,0,36,42.0,F,U,46300.0,33,45560.0
2283,0,57195,,3,3,1,1,20.0,16.67,16.67,5.0,20,33,13,29,28,6,13,11,A,0,51,47.0,F,H,32200.0,26,30032.0
2284,0,54692,,2,21,1,12,10.0,7.5,3.9,10.0,18,90,12,31,61,5,14,26,A,1,43,,F,U,59400.0,26,0.0
2285,0,57241,,2,3,1,1,16.0,13.0,12.0,10.0,26,33,9,27,29,4,12,11,A,0,43,,F,U,47100.0,30,0.0
2286,0,57237,,1,1,0,0,30.0,30.0,30.0,,16,16,12,17,14,5,5,6,F,0,36,62.0,F,U,45400.0,35,43017.0
2287,0,57268,,3,20,0,10,6.0,9.0,6.2,,15,123,13,31,73,6,6,30,S,1,45,42.0,M,H,40100.0,31,35966.0
2288,0,57269,,2,8,2,8,15.0,15.0,9.63,15.0,15,129,11,23,58,4,10,24,A,1,51,,M,U,34300.0,28,21558.0
2289,1,57332,6.0,6,19,4,11,6.0,6.33,6.11,6.5,16,105,13,32,70,5,15,28,S,1,16,69.0,M,H,68700.0,40,60598.0
2290,1,57349,7.0,6,9,2,4,7.0,6.83,6.0,6.5,16,75,13,30,43,6,14,18,A,0,26,31.0,F,U,68500.0,42,39333.0
2291,0,57375,,2,26,0,14,15.0,14.0,7.69,,15,130,10,27,77,3,3,29,E,1,21,22.0,F,H,57400.0,34,40931.0
2292,1,57369,5.0,7,13,6,9,5.0,5.57,5.38,5.67,17,67,12,28,47,6,16,20,S,1,21,57.0,F,U,57400.0,34,40931.0
2293,1,57407,21.0,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,N,0,13,55.0,M,H,145300.0,34,90240.0
2294,1,57419,10.0,1,4,0,3,15.0,15.0,7.5,,26,65,10,29,42,4,4,16,A,0,12,35.0,F,H,91000.0,18,72882.0
2295,0,57412,,1,1,0,0,15.0,15.0,15.0,,16,16,11,16,13,4,4,5,F,0,12,27.0,F,H,91000.0,20,72882.0
2296,0,57990,,1,1,1,1,15.0,15.0,15.0,15.0,21,21,8,15,13,3,6,5,N,0,42,58.0,F,U,97500.0,42,66828.0
2297,1,57463,10.0,1,7,0,5,18.0,18.0,11.14,,24,115,9,24,55,4,4,23,A,1,17,71.0,F,H,58400.0,17,45176.0
2298,1,185572,5.0,6,18,2,6,5.0,8.33,7.67,7.5,4,65,18,33,52,4,12,15,A,1,11,,M,U,88400.0,0,0.0
2299,1,187628,19.0,4,7,3,6,10.0,12.5,10.29,10.0,17,44,6,14,19,1,5,7,E,1,35,,U,U,89600.0,22,0.0
2300,0,187589,,4,7,2,4,15.0,12.5,10.86,15.0,15,41,7,15,17,2,6,7,E,0,34,,U,U,65400.0,15,0.0
2301,0,57499,,2,17,1,9,10.0,7.5,5.24,5.0,18,87,14,32,63,5,13,23,A,1,41,74.0,F,H,42800.0,35,51052.0
2302,1,57496,25.0,2,8,1,2,25.0,25.0,15.75,25.0,23,77,13,34,58,6,16,23,A,0,39,62.0,M,H,46000.0,49,51052.0
2303,1,57593,5.0,5,19,4,16,20.0,8.4,5.74,8.75,17,122,13,32,76,6,16,32,S,1,51,,M,U,31000.0,28,23500.0
2304,0,57613,,4,6,2,2,15.0,5.75,6.83,5.5,18,32,13,30,28,6,15,13,A,0,36,,F,U,33400.0,28,0.0
2305,1,57647,20.0,3,9,3,7,30.0,26.67,17.22,26.67,23,92,13,35,64,6,17,26,A,0,49,24.0,M,H,72400.0,33,63009.0
2306,0,57643,,4,7,4,5,16.0,29.0,25.14,29.0,16,44,13,34,43,5,16,17,A,1,40,,M,U,83400.0,27,0.0
2307,0,12420,,6,17,3,10,5.0,9.67,8.88,11.0,21,67,14,35,57,6,17,22,S,1,49,83.0,F,U,64000.0,24,44888.0
2308,1,57705,5.0,7,26,4,11,5.0,3.86,3.58,4.0,20,88,12,31,63,5,15,23,S,1,10,,F,U,37500.0,27,0.0
2309,0,57735,,2,3,0,0,10.0,7.5,7.0,,15,20,12,18,17,5,5,6,N,0,16,,M,H,64200.0,36,48085.0
2310,1,57761,16.0,1,9,0,4,16.0,16.0,9.22,,18,87,11,28,57,4,4,20,A,1,45,58.0,F,U,49400.0,26,42047.0
2311,1,57909,10.0,4,4,2,2,10.0,9.25,9.25,10.5,23,32,12,26,25,6,12,10,A,0,42,,M,U,79300.0,32,0.0
